Company Name,Total Worldwide Box Office
Ernest Lyford,"$39,083"
Omni Films,"$39,033"
Twilight Production & Entertainment Corporation,"$39,033"
Passenger,"$39,033"
Scalise Pictures,"$39,003"
Fine Line Media,"$38,933"
Ticoman,"$276,580"
Topkapi,"$276,580"
Evolve Studios,"$38,909"
Phase 4 Films,"$38,856"
Campfire,"$109,199"
Stand Alone Productions,"$282,100"
7DM Studios,"$38,699"
3W Films,"$38,691"
Mambo Entertainment,"$38,691"
Starhaus,"$38,674"
Nonetheless Productions,"$40,294"
Extraordinary Renditions,"$40,294"
First Birthday Productions,"$40,294"
Baird Films,"$907,832"
DBC Productions LLC,"$38,492"
Spitting Cobra Films,"$38,419"
Humorous Films,"$38,419"
Fugitive Films,"$38,419"
Razorwire Films,"$38,361"
Group Films,"$38,361"
Chickflicks,"$38,263"
108 Production,"$38,261"
Qunicy Hill Films,"$38,151"
Canonigo Films,"$2,756,875"
Capacity Pictures,"$2,756,875"
Birdjail,"$38,083"
Pegasus Taihe Entertainment,"$38,490,865"
The Centre National Du Cine,"$1,288,930"
Appaloosa Distribution,"$1,288,930"
The Belgian Federal Government,"$1,288,930"
The Nord Pas De Calais Region,"$1,288,930"
HFG,"$37,788"
Street Legal Cinema,"$37,731"
Prison Radio,"$37,731"
Magic Films,"$37,710"
Big Ears Productions,"$37,710"
Gratis 7 Media Group,"$50,796"
Region Haute-Normandie,"$920,307"
Indefilms 4,"$920,307"
MEDIA Program,"$920,307"
Dorian Media,"$53,167"
Mattioli Productions,"$37,498"
Nite Fix Productions,"$37,498"
Factory 25,"$37,191"
Production Company Productions,"$37,191"
Wigwam Films,"$176,059"
Great Southern Development Commission,"$3,243,312"
Windalong,"$3,243,312"
Les Films sur Mesure,"$6,939,122"
GV Productions,"$6,939,122"
My Accomplice,"$1,100,088"
Gizmo Films,"$916,884"
Kulture Machine,"$3,587,191"
Durga Entertainment,"$36,838"
Speculative Pictures,"$36,838"
Mazovia Film Fund,"$196,391"
Unclaimed Freight,"$36,746"
Meddin Studios,"$36,746"
Les Film Du Lendemain,"$2,361,921"
Mesee Rodin,"$2,361,921"
Rabinowitz Fund,"$42,815"
DMP,"$42,815"
Masters Media Group,"$36,633"
Industry Entertainment,"$36,523"
Tax Credit Finance,"$36,474"
Rumur,"$36,470"
Noori Pictures,"$125,783"
Camp Greay Productions,"$6,328,516"
Making Film,"$90,855"
Sparkwater India,"$51,785"
Telemadrid,"$547,784"
RTV,"$184,092"
Canal Extremadura,"$184,092"
The Glow,"$184,092"
Aragón TV,"$184,092"
Hampa Studio,"$184,092"
2DF,"$184,092"
Sygnatia,"$184,092"
JSL Films,"$36,056"
Bavaria Film Partners,"$3,631,623"
"Kill Me Deadly, LLC","$36,027"
Young Bwark,"$86,051,320"
Altitude Film Sales,"$550,129"
Pistachio Pictures,"$38,473"
All Rites Reserved,"$37,481"
Exponential Media,"$9,422,519"
Novi Film,"$35,757"
Voila Films,"$35,757"
Eight and a Half Studios,"$35,757"
Light Cone Pictures,"$35,757"
The House of John Films,"$35,750"
Point Park University,"$35,688"
Steeltown Entertainment,"$35,688"
Progetto Cofinanziato Dall’Unione Europea,"$9,431,073"
Fondo Sardegna Ospitalita,"$9,431,073"
Fondo Filming Olbia,"$9,431,073"
Nero Films A.G.,"$35,566"
World Record Headquarters,"$35,555"
In Your Face Entertainment,"$52,665"
Box Productions,"$1,117,055"
Corner of the Cave Media,"$35,431"
Streamline Global,"$331,711"
Traction Media,"$81,796"
Asbury Park Pictures,"$81,524"
la Region Limousin,"$282,460"
Cine8,"$282,460"
CHAZ Productions,"$282,460"
Sigma Vog,"$35,321"
Quixotic Road,"$35,312"
EMedia Films,"$35,312"
Land Niederoesterreich,"$772,568"
Arizona Productions BNT,"$547,766"
42Film,"$119,298"
The Teacher Salary Project,"$35,148"
Sin Sentido Films,"$510,835"
Axiom Films,"$35,048"
Bonita Films,"$35,048"
Lulu Producciones,"$35,048"
Almanor Films,"$35,040"
Imprint Pictures,"$35,019"
One in a Row Films,"$1,392,649"
Fallout Entertainment,"$1,392,649"
Media Service Corporation,"$1,392,649"
Heartheaded Productions,"$146,937"
Nifty Pictures,"$146,937"
Standalone Productions,"$146,937"
Sunny Side Up,"$34,768"
Light Chaser Animation Studios,"$147,012,336"
Thomas Tull,"$34,665"
Ever Green Pictures,"$34,630"
Fraydun Productions,"$34,563"
Heretical Reason Productions,"$34,541"
"Firstgen Content, LLC","$34,541"
Eurowide Film Prod,"$34,525"
Kiarostami Foundation,"$39,812"
Logie Pictures,"$9,114,264"
NFB,"$48,229"
Rogues Gallery Productions,"$34,366"
VGTV,"$176,746"
Filmfonds Wien,"$782,206"
Paloma Negra Films,"$77,563"
Gemini Pictures,"$34,249"
Signe Baumane Studio,"$34,236"
Screen Territory,"$5,821,137"
Pork Chop,"$5,821,137"
Tight Ship Productions,"$34,025"
Sundream Motion Pictures Ltd.,"$10,519,963"
Vermilion Films,"$33,841"
Bay Bridge Productions,"$33,817"
Asia Film Investment Group,"$451,195"
Le CNC,"$4,468,995"
Rotor Film,"$677,196"
Akson Studio,"$1,416,871"
NINA,"$985,351"
PISF,"$985,351"
VP,"$985,351"
Haslund Films,"$33,416"
Tandem Pictures,"$56,772"
Turkish Radio TV Corp.,"$1,755,566"
Zeyno Film,"$1,755,566"
Produkcija Sarajevo,"$1,696,386"
RFF International,"$1,696,386"
Nu-Look Yapim,"$1,696,386"
Film Foundation Sarajevo,"$1,696,386"
Sisters and Brother Mitevski,"$1,696,386"
Kale Grubu,"$1,696,386"
MPA APSA Academy Film Fund,"$1,696,386"
Production 2006,"$1,696,386"
Turkish Ministry of Culture and Tourism,"$1,696,386"
Rainy Day Films,"$3,660,636"
Sarah Radclyffe Productions,"$3,238,922"
Ningxia Film Studio,"$118,528,842"
"Dinglongda International Culture Media Co., Ltd.","$118,528,842"
Eclectik Vision,"$107,942"
Heart Sleeve Productions,"$107,942"
Master Movies,"$1,724,705"
Alone in Berlin Ltd,"$1,724,705"
Dreamland Studios,"$38,403"
PDD,"$33,024"
A Reel Inheritance Films,"$33,024"
KGB Films,"$32,934"
Plain Jane Pictures,"$32,934"
Nazira Films,"$32,869"
Tagline Pictures,"$146,432"
Limor Shmila,"$290,835"
BDI Films Inc,"$340,969,819"
MarVista Entertainment,"$33,394"
Naked Edge Films,"$32,685"
Tappelluft Pictures,"$32,617"
Eikeland & Haug,"$32,617"
Ike No Koi,"$32,608"
13 Films,"$731,431"
Corrado-Mooncoin Media,"$32,452"
Jungle Book Entertainment,"$312,182"
Blitz Films,"$32,259"
Wild League Productions,"$32,259"
La Costa Productions,"$32,259"
Playa,"$437,089"
Toonz Entertainment,"$662,188"
Maretazo Cine,"$32,127"
Filmland Internacional,"$35,763"
MU Productions,"$32,016"
Conspiracao Filmes,"$9,231,982"
BossaNovaFilms,"$31,982"
Ever So Close,"$31,982"
Americas Films Conservancy,"$31,982"
Empyrean Pictures,"$31,982"
Riofilme,"$31,982"
O Boticario,"$31,982"
Compass Entertainment,"$82,282"
Epic Match Media,"$82,282"
Women Make Movies,"$61,616"
Persona Entertainment,"$32,837"
Dialectic,"$32,837"
Sundance Institute Catalyst,"$32,837"
Jirafa Films,"$32,837"
Vested Interest,"$108,643"
One Two Twenty Entertainment,"$38,503"
Ottocento Films,"$31,869"
Left Home Productions,"$31,869"
Exemplary Films,"$31,869"
Sipur Studios,"$31,869"
Five by Eight,"$31,848"
Berkeley Film,"$31,736"
Gaudete Films,"$31,588"
Iris Films,"$364,752"
Silvio Clementelli,"$31,539"
"Dream Dance Films, LLC","$31,478"
Russia 1 TV Channel,"$41,038"
Studio Server,"$41,038"
Red Thread Productions,"$31,399"
Outsider Pictures,"$31,263"
Standing Room Only Cinema,"$89,519"
Argot Pictures,"$31,249"
Beth Harrington Productions,"$31,249"
Good Fortune Films,"$172,199"
Urban Factory,"$35,714"
Mary Murphy & Co,"$31,135"
Kinosmith,"$76,390"
3 Legged Dog Films,"$76,390"
GMMG Films,"$31,100"
Bernard/Scura Prods,"$31,056"
Historia,"$31,053"
Them Gold Wolves,"$31,031"
Guns and Fame,"$31,031"
Blue Monday Productions,"$50,743"
Helicotronc,"$50,743"
LSL Prods,"$30,975"
Stardust Pictures,"$30,905"
Dot Dot Dot Productions,"$30,905"
Hunan Highland Culture Media Venture Partnership,"$20,016,042"
Native Wind Media,"$30,801"
Double J Productions,"$30,801"
Not That Kind of Movie Productions,"$30,796"
Dublin Films,"$183,500"
Far Films,"$160,031"
AngelFine Productions,"$160,031"
H.W. Buffalo & Co,"$160,031"
APO Anak Productions,"$30,662"
MMC Joule Films,"$84,214"
NFC,"$30,600"
Film Factory,"$43,578"
Coffee and Films,"$38,762"
TSF,"$38,762"
En Haut des Marches,"$38,762"
Cinemage 12,"$1,631,910"
Palatine Etoile 15,"$1,631,910"
New Artists Alliance,"$30,974"
Sentinel Pictures,"$30,566"
Hello Please,"$65,629"
Brood Syndicate,"$411,874"
Simcha Leib Productions,"$30,471"
Steelyard Pictures,"$30,444"
ABC Documentaries,"$30,444"
IQ Films,"$30,444"
Lincoln Square Productions,"$30,444"
Tiki Bar Films,"$30,312"
Southern Films,"$44,568"
Altura Films International,"$32,661"
Nadcon Film,"$602,087"
Reno Productions,"$30,186"
White Whale Pictures,"$30,186"
RubberTreePlant,"$30,186"
Malandro Films,"$150,533"
Centro Nacional Autonomo De Cinematografia-CNAC,"$150,533"
Cine En Construccion Toulouse,"$150,533"
Factor RH,"$150,533"
Resident Artist Films,"$30,168"
China Vision Group,"$7,871,627"
Beijing Heaven Culture Development,"$7,871,627"
Norddeutscher Rundfunk,"$1,296,705"
Al Mansour Establishment for Audiovisual Media,"$1,296,705"
Hugofilm Productions,"$8,690,871"
LLeju Prods,"$30,100"
TVC,"$9,139,672"
Oak Motion Pictures,"$172,669"
Edition Salzgeber,"$54,874"
Urucu Media,"$54,874"
Cool Take Pictures,"$54,874"
Dutchmen Films,"$29,863"
Groove Worx,"$29,863"
Lucid Entertainment,"$29,736"
Lakehouse Films,"$38,581"
Blackburn Pictures,"$29,689"
Illuminaria Films,"$29,634"
Pretty People Pictures,"$29,768"
Shanghai Film Studios,"$36,529"
Rizzoli Film,"$29,451"
Liberty Road Entertainment,"$29,384"
Heavy Duty Entertainment,"$29,384"
Rich Hippie Productions,"$31,004"
Chicken Soup for the Soul Entertainment,"$96,658"
Ontario Film and Television Tax Credit,"$29,262"
Peace River Productions,"$29,262"
High Park Entertainment 20/20,"$29,262"
Wet Paint Productions,"$29,245"
3Sat,"$311,842"
DIG Audio,"$29,233"
United Talent Agency,"$29,233"
Diva Films,"$29,200"
Film Independent,"$107,588"
Intake Films,"$29,183"
Brittle Star Pictures,"$29,183"
Jericho Motion Pictures,"$29,183"
Industry Support Austria,"$29,171"
La Boetie Films,"$5,358,711"
Sutter Road Picture Company,"$29,136"
Lost City,"$29,118"
Bold Crayon,"$29,118"
Transcendental Media,"$41,056"
Uptone Pictures,"$28,951"
Mena Film,"$151,923"
Jeff Prosserman,"$28,850"
CB Films,"$28,791"
Pantry Films,"$28,782"
Industry Artists Group,"$28,782"
Martin Entertainment Group,"$28,782"
Forest Hill Entertainment,"$50,010"
Superbloom,"$50,010"
Screening Emotions,"$180,904"
Graal Films,"$120,748"
Abraxas Films,"$120,748"
Elsinore Film Wildside,"$81,632"
I Wonder Pictures,"$81,632"
Colose,"$28,563"
Centuria Films,"$28,563"
Montrose Pictures Film,"$28,450"
Anagram Productions,"$28,422"
Agav Films,"$107,918"
Hamon Hafakot,"$28,411"
Sommerhaus Filmproduktion,"$9,587,090"
Zorro Films,"$671,877"
Departures Film,"$671,877"
Closer Productions,"$659,823"
New City Road,"$30,923"
Wake Media,"$30,923"
Willhouse Media,"$28,208"
Komodo Productions,"$71,456"
Boos Boos Bang Bang,"$71,456"
Sion,"$71,456"
LETV Pictures Co Ltd,"$15,441,189"
Le Shi Internat Information and Technology Corp,"$15,441,189"
Beijing Kunrungaohong Investment Co Ltd,"$15,441,189"
8750 Films,"$28,180"
Sasquatch Films,"$43,486"
WG Films,"$109,099"
New Mexico Media Partners,"$28,059"
SNE Partners,"$28,059"
Joaquim Duarte Gomes,"$28,059"
Explosion Films,"$28,041"
Ja-hatten,"$28,000"
Med TV2,"$28,000"
Multi Media Est,"$27,813"
Centrul National al Cinematografiei,"$27,813"
EFI Productions,"$27,744"
Lux Film,"$32,981"
Eyevox Entertainment,"$292,175"
Alliance Media Partners,"$47,768"
Helsinki Filmi Oy,"$2,709,524"
Dreamscape Media,"$80,913"
Zenpix,"$27,516"
Bijker Productions,"$27,516"
Qian Dong Nan Danzhai TV Station,"$955,989"
"The Movies Co., LTD","$955,989"
Vertigo Culture Media,"$955,989"
Blackfin Culture and Media Co,"$955,989"
Shanxi Art Dragon Film and Television Information Center,"$955,989"
Fat City,"$55,112"
Suris,"$55,112"
Bishop Films,"$55,112"
Indie Collect,"$133,270"
HBJ Legacy Foundation,"$27,317"
HBJ Productions,"$27,317"
First Gen Films,"$27,305"
Aadi Images,"$27,305"
Sphinx Media GbR,"$27,253"
NEOS Film GmbH and Company,"$27,253"
CC Medien GmbH and Company,"$27,253"
Belladonna Pictures,"$27,160"
Max Born,"$48,539"
Enderby Entertainment,"$354,246"
Monica Beach Media,"$88,500"
Perp & Co,"$551,512"
La Petite Reine,"$26,826"
Thomas Langmann,"$26,826"
Alexandre Aja,"$26,826"
Blue Underground,"$26,826"
Digital Arts NY,"$61,920"
Red Barn,"$61,920"
Malbicho Cine,"$181,421"
Nederlands Filmfonds,"$156,893"
Tap World,"$26,747"
National Lottery,"$63,565"
Lilting,"$47,680"
Microwave Film,"$47,680"
Stink and Sums Film & Media,"$47,680"
Film London,"$47,680"
"Peace Officer, LLC","$26,632"
Tilted Pictures,"$104,526"
Bounder & Cad,"$104,526"
Yellow Moon Post,"$104,526"
Wellcome Trust,"$721,056"
Renart Films,"$26,444"
Mantis Film,"$26,443"
NewVoice,"$26,409"
Einar Film,"$135,248"
Filmiki Athens,"$135,248"
Oslo Filmfond,"$135,248"
E.R.T. S.A,"$135,248"
Rivulet Films,"$26,157"
Orama Filmworks,"$26,136"
7Skies Entertainment,"$26,136"
Leveller Media,"$26,136"
Supernova8 Films,"$26,136"
Water's End Productions,"$29,479"
HBO Europe,"$585,262"
Nutprodukce,"$26,105"
Maya Productions,"$26,083"
Purpose Pictures,"$26,019"
Ridge Runner Films,"$26,019"
Anthem Pictures,"$26,019"
Aimimage Productions,"$119,481"
SUMS Film & Media,"$26,619"
Bloodworks,"$26,000"
Xenon Pictures,"$26,000"
Gibe,"$25,950"
Antenne 2,"$25,950"
Paul Grimault,"$25,950"
Little Teeth Pictures,"$25,935"
Les Films du Bal,"$608,873"
Fog City Pictures,"$25,874"
Busca Vida Films,"$25,866"
Cysa Films,"$25,859"
Akrasia Films,"$25,859"
Shrink Media,"$25,859"
25th Frame,"$25,855"
Alternative Cinema,"$25,844"
Loveless,"$25,819"
Ho Film,"$39,258,608"
Digital Concepts Group Plus,"$39,258,608"
Nova,"$642,887"
The Greek Film Center,"$642,887"
New York State Council on the Arts,"$25,695"
Blackletter Films,"$177,174"
Urban Vision Entertainment,"$25,521"
Forest Baker Prods.,"$25,517"
TXE,"$25,488"
Is or Isn't Entertainment,"$1,455,527"
Oscura Film,"$31,614"
Shooting Films,"$25,376"
Rockview Pictures Entertainment,"$7,808,935"
Moya Entertainment,"$7,808,935"
Messenger Entertainment,"$7,808,935"
Shenzhen Startime Culture Media,"$7,808,935"
Andrea Sperling,"$25,342"
Morley,"$913,173"
Cannon,"$249,435"
American Indian Artists,"$25,332"
Fida Film,"$84,494"
Lira,"$25,314"
Lighting Entertainment,"$25,294"
Reconsider Film,"$25,287"
Bob’s Your Uncle,"$25,213"
Far Star Media,"$25,213"
Sobrato Philanthropies,"$25,213"
Cayton Goldrich Family Foundation,"$25,213"
Finch No Worries,"$25,213"
Imaginary Lane,"$25,213"
Titre et Structure Productions,"$144,035"
Big Atom Productions,"$25,027"
Outpost Pictures,"$25,027"
Lucky Films,"$25,015"
Milestone Films,"$27,335"
MIC,"$6,118,261"
Moonspun Films,"$217,786"
The West Danish Film Fund,"$24,972"
Dorje Film,"$24,972"
Scandinavian Film Distribution,"$24,972"
PSC,"$24,972"
Iwonder,"$24,972"
The End MFP,"$24,972"
Yoshimoto Creative Agency,"$24,956"
"Yoshimoto Kogyo Co., LTD","$24,956"
Ryot Films,"$37,923"
Sensi Contemporanei Toscana per il Cinema,"$37,923"
Nanof,"$37,923"
2LE Media,"$208,519"
AMP Film,"$1,612,390"
Kerris Films,"$1,326,415"
Jhumka Films,"$26,841"
Buenaventura Cine,"$25,899"
Edenred,"$25,899"
Grupo Herdez,"$25,899"
Grupo Altavista,"$25,899"
Revolution 435 D&C Cinema Maquina,"$25,899"
10 Acre Films,"$24,808"
Waterstone,"$4,344,108"
VisionPlus Fund 1,"$3,620,329"
Drifting Cloud Productions,"$24,661"
Flor de Loto Pictures,"$24,638"
Touscoprod,"$24,565"
Sofica Cinemage 3,"$24,565"
Kostr-Film,"$24,565"
Europasound,"$24,565"
Konstnarsnamnden,"$24,565"
Bliss,"$24,565"
Girl's Gotta Eat Entertainment,"$34,358"
Penzance Films,"$28,701"
Joseph Kaufman Productions Inc,"$24,760"
Sea Studios Foundation,"$24,449"
Aurilia Arts Productions,"$24,400"
Crimson Films,"$24,400"
Soilsiu Films,"$47,504"
Aqui y Alli Films,"$61,248"
Henceforth Pictures Production,"$6,120,407"
Picture Movers Anonymous,"$165,055"
3K Pictures,"$48,767"
Feisty Dame Productions,"$34,481"
Defector Films,"$24,284"
Shanghai Street Films,"$24,284"
Maximfilms,"$24,284"
Blak Dot Productions,"$24,284"
Ripped Pictures,"$24,284"
Rockginger,"$24,284"
Apidev 4,"$7,355,896"
D8,"$7,355,896"
The Film,"$7,355,896"
Ignite Channel,"$126,255"
Twelve O'Clock Films,"$24,090"
Lost Footage Films,"$24,090"
Soandbrad,"$32,433"
Sahamongkolfilm Intl,"$62,442"
Fire Breathing Films,"$23,986"
Traverse Media,"$23,928"
Ministerio de Cultura y Deportes of Guatemala,"$123,693"
Filmlab,"$23,901"
Cisma Produções,"$25,095"
Trouper Productions,"$219,929"
Asylum Entertainment,"$23,868"
FISA-Filmstandort Austria,"$282,525"
Entertainment Factor,"$23,833"
Solomon's Signature Productions,"$23,701"
Riot Studios,"$23,689"
Steamboat Productions,"$23,667"
Film Action Oregon,"$23,667"
Beijing Century Partner Culture and Media Inc,"$12,243,617"
"Yunnan Cultural Industry Investment Holding Group Co., LTD","$4,343,617"
"Xiamen Xiangwang Film Co., LTD","$4,343,617"
"Spring Era Films Co,. LTD","$4,343,617"
"Mengmaren (Beijing) Film and Television Media Co., LTD","$4,343,617"
"San Sparkle (Beijing) International Culture Development Co,. LTD","$4,343,617"
"Beijing Zhongguancun Science City Construction Co., LTD","$4,343,617"
Yunnan Lucent Pictures LTD,"$4,343,617"
Volcano Films,"$145,436"
Sky Cinema,"$11,041,608"
Vision Distribution,"$4,021,590"
TIMvision,"$2,277,469"
Ring5 Productions,"$23,487"
Either Or Films,"$23,457"
Lamppost Productions,"$23,449"
Studio 4°C,"$430,568"
Boomdozer,"$23,228"
Prime Time,"$2,149,013"
5th Floor,"$23,134"
USC Shoah Foundation,"$27,887"
Friends of FAFG,"$23,116"
31 Juin Films,"$349,210"
Mediajuice Studios,"$23,043"
BBCG Films,"$22,930"
Milkboy Entertainment,"$22,930"
Kevin Miller XI Productions,"$22,887"
Jerimaca Film,"$22,836"
Black Dove,"$22,781"
Forest Park Pictures,"$22,729"
Magic Hour Entertainment,"$22,664"
Silver Lining Film Group,"$22,664"
Artresmedia Films,"$838,996"
Franco London Films,"$22,542"
Cabin Films,"$22,539"
Momento Film,"$92,148"
Basalt Film,"$45,752"
Clin d oeil films,"$45,752"
Les Films de l oeil sauvage,"$45,752"
Media International,"$45,752"
Trio Film,"$22,440"
Oase Film,"$22,440"
Loterie Romande Fond Culturel,"$945,080"
Cofinova,"$1,368,988"
IRH Press,"$22,321"
HS Productions,"$22,321"
Loco Films,"$22,313"
The Archives Project,"$22,293"
Polymorphic Pictures,"$22,270"
Idle Wild Films,"$23,126"
Minds Eye Entertainment,"$9,273,388"
VMI Worldwide,"$91,828"
Bridgegate Pictures Corp,"$22,233"
Mozark Productions,"$22,157"
Live Bait Entertainment,"$22,157"
Jhoom Jhoom Productions,"$76,328"
Soham Rockstar Productions,"$76,328"
LFL Entertainment,"$22,112"
Code 3 Films,"$22,107"
Devonshire,"$23,689"
Freeform Spain,"$22,083"
Berwick Street Prods,"$22,083"
Tranquil Seas,"$22,083"
Velvet Films,"$22,028"
Tuckman Media,"$22,011"
Transfiguration Productions,"$62,334"
Yokel,"$21,882"
Ironbound Films,"$21,652"
Chi-Fou-Mi Productions,"$58,431,204"
Artangel Trust,"$28,237"
Moby Dick Films,"$4,250,268"
Leocadia Films,"$21,595"
Whisky Galore Movie LTD,"$661,232"
Big Leo,"$21,527"
Creative Chaos Ventures,"$81,836"
Sprayregen Family Foundation,"$21,497"
Bossa Nova Films,"$37,372"
Maiz Producciones,"$37,372"
Dexia Belgacom,"$68,844"
F.B. Productions,"$68,844"
OPTEC,"$63,969"
New Matter Films,"$32,831"
Sakdoc Film,"$32,831"
Chaillot Films,"$21,413"
Timbergrove Entertainment,"$21,413"
WOR,"$21,327"
Realworks,"$21,327"
Felix Breisach Medienwerkstatt,"$21,327"
Brussels Capital Region,"$7,106,438"
Casa Kafka Pictures Movie Tax Shelter,"$1,528,179"
Bootmen Productions,"$21,172"
Anchored Lens,"$288,918"
Carnivalesque Films,"$22,263"
Play On Productions,"$21,147"
Animal,"$24,110"
Red Rental A/S,"$1,719,556"
Good Rolling,"$1,611,738"
Documentree Films,"$1,611,738"
The Happys LLC,"$21,108"
Wildheart Films,"$1,552,900"
McMahon Intl. Pictures,"$1,438,836"
Wolf Creek Pictures,"$344,397"
Hughes House Films,"$344,397"
San Francisco Independent Cinema,"$21,031"
Two Masked Men,"$21,031"
Clipsal Films,"$21,000"
Fastnet Films,"$6,518,394"
Wishbone Films,"$20,873"
Winter Star Productions,"$20,858"
Modus Operandi Films,"$20,840"
Smoke & Mirrors,"$20,840"
Atlas Independent,"$764,670"
Green Park Pictures,"$25,935"
Funacja Moma Film,"$20,762"
Britdoc Circle,"$20,762"
Puk Studio,"$20,762"
Endorfina Studio,"$20,762"
Serek Films,"$20,762"
Land of Missing Parts,"$20,726"
Sob Noisse,"$20,724"
Gorilla Flicks,"$20,696"
3AD,"$20,696"
Baker’s Dozen Films,"$20,696"
The Denovo Initiative,"$20,696"
Innovation Horizons,"$20,696"
Bujulie Cinema,"$20,669"
Hillfarm Productions,"$20,669"
Hank Levine Film,"$760,678"
Watchmen Productions,"$760,678"
HBO Latin America Originals,"$760,678"
Coracao da Selva,"$760,678"
Compagnie Eric Rohmer,"$21,361"
Summerstorm,"$770,726"
Lola's Productions,"$20,555"
Blacklist Digital,"$20,555"
Torn Sky Entertainment,"$20,555"
Brook Productions,"$20,537"
Mudflap Films,"$20,507"
Santana Films,"$20,507"
Industry Standard Films,"$20,507"
Crush Films,"$23,078"
Dipper Films,"$20,486"
Zed Filmworks,"$143,545"
Go Insane Films,"$143,545"
Canyon Creek Films,"$6,146,520"
Ink!/Oil/Muse Productions,"$20,431"
Dramatic Forces,"$20,370"
Dori Berinstein,"$20,370"
Picadilly Pictures,"$1,230,602"
Big Bad Wolf,"$22,099"
Big Pond Productions,"$22,099"
"Kayla’s Movie, LLC","$20,268"
Ministere de la Culture de la Republique Francaise,"$20,175"
Three Mile Ventures,"$22,152"
Feracious Entertainment,"$22,152"
Max the Cat,"$22,152"
Group Theory,"$22,152"
White Owl Entertainment,"$22,152"
Westbourne Pictures,"$22,152"
Michael Mailer Films,"$20,136"
FORZA Productions,"$20,100"
"Folklore Films, LLC","$20,006"
Row House Cinema,"$20,000"
TAG/TRAUM Filmproduktion,"$19,988"
Prounen Film,"$19,988"
C8 Films,"$2,953,903"
K Street Pictures,"$19,900"
Medusa Ditribuzione,"$19,838"
The Creation Lab,"$28,176"
Capitol Christian Distribution,"$28,176"
Home Theater Films,"$28,176"
Three Folks Pictures,"$4,687,831"
Black Rose Films,"$19,705"
Alazraki Films,"$22,073,311"
Bruno Wang Productions,"$20,657"
CoMade STHLM,"$20,657"
NewAley Pictures,"$19,734"
Independent Artists Filmproduktion,"$67,027"
APoria Filmworks,"$91,808"
Concannon Productions,"$19,600"
DC Shoes,"$23,094"
Freeman Film,"$19,412"
Reversal Films,"$19,412"
Ross Film,"$19,375"
Alamode Filmdistribution,"$61,750"
Christmas in July,"$61,750"
LBC Films,"$19,339"
Propeller Films,"$19,339"
Antelope Foundation,"$19,339"
Pro Bono,"$19,245"
Pagano,"$19,245"
Shaftway Productions,"$19,237"
House Lights Media,"$19,186"
f/8 Filmworks,"$19,183"
Phil McIntyre Promotions,"$7,019,147"
Slendro Media,"$19,037"
Chaotik,"$19,037"
Braveart Films,"$171,704"
SMF,"$26,889"
Tiderock Media,"$2,169,909"
Musa Productions,"$18,863"
Texas Investments,"$18,863"
DPDC TV,"$18,863"
D.K. Entertainment,"$18,863"
Ridgestone Media LLC,"$18,851"
Serious Productions,"$18,823"
Independent,"$256,178"
Ellenglaze Films,"$242,876"
Juli Entertainment Media Co.,"$32,142,621"
This Is Just a Test,"$18,759"
Before Stonewall Inc,"$18,724"
Zentropa Spain,"$18,686"
Wonder Vision,"$19,016"
Mondo Paradoso Films,"$19,016"
Bowery Hills Entertainment,"$19,016"
Visionary Pictures,"$18,642"
TVgals Media,"$18,618"
Bananeira Films,"$19,250"
DumbDumb,"$18,395"
Electus,"$18,395"
Required Viewing,"$18,364"
Roland Films,"$18,364"
James Bruce Productions,"$18,364"
Ticket to Ride,"$1,444,724"
Night Kitchen Productions,"$1,429,845"
Red Apple,"$1,337,808"
Tribus P Films,"$3,419,806"
CMR,"$24,745"
Cinema Conservancy,"$18,123"
Full House,"$6,786,981"
Cave Pictures,"$68,577"
Faith Street Film Partners II,"$68,577"
Hopefilled Media,"$68,577"
Very Special Projects,"$18,051"
Navigator Film,"$427,522"
Les Films du Siecle,"$18,010"
All Caps,"$18,006"
Ink Connection,"$156,362"
BR Group,"$156,362"
Greenwood Films,"$17,977"
Circle Blue Entertainment,"$17,931"
Freddie Films Inc,"$17,931"
Smuggler Films,"$17,929"
B Productions,"$17,790"
The Art of Elysium,"$60,019"
Modelboyz Entertainment,"$17,750"
Mangusta Productions,"$120,653"
2B,"$17,744"
Peace Productions,"$17,744"
Sumatra Films,"$17,744"
Sterling Rock Productions,"$17,727"
Story Bridge Films,"$54,199,168"
Zucker Productions,"$4,385,959"
Prospector Films,"$18,555"
Maida Vale Films,"$17,646"
Dig it Audio,"$17,646"
Beach House Music,"$17,646"
Varient Pictures,"$122,088"
"The Pardon Group, LLC.","$17,518"
Menemsha Films,"$17,506"
P+R Productions,"$17,503"
Lytta Productions,"$17,503"
Peapie Films,"$6,593,672"
02 Filmes,"$6,553,186"
Midnight Sun Pictures,"$5,360,095"
Rexmedia,"$87,793"
GIF,"$87,793"
Dragonfly Pictures,"$161,097"
Cockamamie Entertainment,"$17,396"
Absolute Entertainment,"$17,396"
The Eyeslicer,"$17,370"
Samll Form Films,"$17,309"
Small Dog Picture Company,"$22,594"
See Think Films,"$17,282"
Mssng Peces,"$17,282"
Emerging Pictures,"$18,782"
Vimeo,"$18,782"
Meetai,"$18,782"
Bella Voce Films,"$18,782"
Hidden Village Films,"$18,782"
Firelight Media,"$17,200"
Zodiac Pictures,"$27,921"
Blue+,"$17,194"
Magic Violet,"$17,186"
Black Valley Films,"$17,181"
